video_id,creator_id,category,language,upload_date,duration_sec,has_hashtags,is_verified_creator
V01147,C0749,Music,Hindi,2025-03-23,76,1,0
V01148,C0290,Comedy,English,2025-05-04,160,1,0
V01149,C0725,Music,Portuguese,2025-06-27,135,0,0
V01150,C0334,Comedy,Hindi,2025-03-11,118,1,0
V01151,C0217,Fashion,English,2025-01-10,111,1,0
V01152,C0659,Gaming,Hindi,2025-02-26,160,0,0
V01153,C0983,Gaming,Hindi,2025-02-26,166,1,0
V01154,C0936,Education,English,2025-04-13,67,1,0
V01155,C0532,Gaming,Portuguese,2025-05-05,138,1,0
V01156,C0165,Fashion,English,2025-01-15,59,0,0
V01157,C0040,Food,English,2025-04-10,48,1,0
V01158,C0795,News,Spanish,2025-02-07,142,1,0
V01159,C0687,Sports,Spanish,2025-05-29,21,1,0
V01160,C0907,Music,English,2025-05-02,136,1,0
V01161,C0978,Education,Spanish,2025-02-05,94,1,0
V01162,C0073,Sports,English,2025-05-29,176,1,0
V01163,C0949,Education,Spanish,2025-01-19,146,0,0
V01164,C0642,Comedy,Hindi,2025-04-27,110,1,0
V01165,C0521,Education,Spanish,2025-05-27,45,1,0
V01166,C0943,Technology,Japanese,2025-02-02,145,0,0
V01167,C0312,News,English,2025-04-16,33,1,0
V01168,C0982,Music,Hindi,2025-03-04,104,0,0
V01169,C0069,Food,Portuguese,2025-06-19,122,0,0
V01170,C0971,Music,Spanish,2025-03-03,176,1,0
V01171,C0198,Sports,English,2025-06-10,95,0,0
V01172,C0658,Fashion,Portuguese,2025-06-14,65,1,0
V01173,C0155,Comedy,Spanish,2025-05-14,38,1,0
V01174,C0828,Comedy,Portuguese,2025-06-05,36,0,0
V01175,C0112,Comedy,English,2025-02-28,134,1,1
V01176,C0963,Sports,Spanish,2025-02-22,100,1,0
V01177,C0299,News,Portuguese,2025-05-14,24,1,0
V01178,C0035,News,English,2025-05-16,151,0,0
V01179,C0732,Music,English,2025-05-14,36,0,0
V01180,C0898,Music,Hindi,2025-03-12,45,1,0
V01181,C0916,Gaming,Hindi,2025-01-19,38,0,0
V01182,C0443,Technology,English,2025-04-14,162,1,0
V01183,C0538,Travel,Spanish,2025-04-23,90,0,0
V01184,C0308,Food,English,2025-03-10,37,0,0
V01185,C0212,Fashion,English,2025-06-09,158,0,0
V01186,C0376,Technology,English,2025-01-28,63,1,1
V01187,C0501,Comedy,Hindi,2025-01-03,108,0,0
V01188,C0443,Gaming,Spanish,2025-01-27,180,0,0
V01189,C0644,Technology,English,2025-04-11,126,1,1
V01190,C0140,Music,Spanish,2025-02-24,123,1,0
V01191,C0195,Comedy,Spanish,2025-03-14,117,1,0
V01192,C0433,News,English,2025-06-01,121,0,0
V01193,C0631,Music,Spanish,2025-04-05,80,0,0
V01194,C0974,Music,Hindi,2025-03-22,89,1,0
V01195,C0400,Gaming,Hindi,2025-03-08,137,1,0
V01196,C0293,Education,Portuguese,2025-06-28,61,0,0
V01197,C0910,Fashion,Hindi,2025-06-26,120,0,0
V01198,C0320,News,Hindi,2025-02-01,103,0,0
V01199,C0588,Food,Hindi,2025-01-20,29,1,0
V01200,C0280,Music,English,2025-02-12,167,1,0
V01201,C0898,Gaming,Portuguese,2025-01-31,126,0,1
V01202,C0521,Music,Portuguese,2025-04-08,46,0,0
V01203,C0030,Music,Portuguese,2025-02-12,102,1,0
V01204,C0863,Music,Japanese,2025-06-11,113,1,0
V01205,C0713,Food,English,2025-02-06,126,1,0
V01206,C0286,Sports,Japanese,2025-06-04,66,1,0
V01207,C0847,Sports,English,2025-06-24,75,1,0
V01208,C0726,Gaming,English,2025-04-19,51,1,0
V01209,C0608,Technology,Hindi,2025-04-30,12,1,0
V01210,C0879,Education,English,2025-05-14,116,0,0
V01211,C0573,Education,Japanese,2025-06-11,11,1,0
V01212,C0428,Food,English,2025-04-13,98,0,0
V01213,C0239,Fashion,Portuguese,2025-06-14,22,0,0
V01214,C0151,Travel,Portuguese,2025-04-14,123,1,0
V01215,C0765,Technology,Hindi,2025-05-19,115,1,1
V01216,C0582,Sports,Hindi,2025-04-18,54,1,0
V01217,C0048,Education,Spanish,2025-05-17,74,1,0
V01218,C0543,Travel,Portuguese,2025-05-27,116,0,0
V01219,C0011,Music,English,2025-06-05,142,1,0
V01220,C0497,Music,Spanish,2025-01-23,128,1,0
V01221,C0828,Fashion,Spanish,2025-03-23,147,1,0
V01222,C0272,Music,Hindi,2025-03-31,152,1,0
V01223,C0473,Sports,Spanish,2025-06-27,79,1,0
V01224,C0853,Comedy,English,2025-01-15,12,0,0
V01225,C0654,Sports,English,2025-01-23,86,1,0
V01226,C0919,Food,Hindi,2025-06-09,152,0,0
V01227,C0196,Food,English,2025-01-26,175,1,0
V01228,C0185,Gaming,English,2025-06-29,106,0,0
V01229,C0588,Music,English,2025-01-04,144,1,0
V01230,C0090,Technology,Japanese,2025-04-04,150,1,0
V01231,C0855,Gaming,Hindi,2025-03-09,24,1,0
V01232,C0716,Education,English,2025-03-02,173,1,0
V01233,C0254,Music,English,2025-05-15,148,1,0
V01234,C0871,Music,English,2025-03-12,18,1,0
V01235,C0649,Fashion,English,2025-01-27,138,1,0
V01236,C0769,Music,Spanish,2025-06-08,35,1,0
V01237,C0512,Travel,English,2025-03-27,81,1,0
V01238,C0759,Technology,English,2025-06-22,72,1,0
V01239,C0531,Education,Portuguese,2025-04-27,52,0,0
V01240,C0458,Comedy,English,2025-04-12,171,1,0
V01241,C0467,Education,English,2025-05-29,89,0,0
V01242,C0518,Music,English,2025-03-08,122,1,0
V01243,C0443,Gaming,Spanish,2025-02-03,180,1,0
V01244,C0237,Sports,English,2025-05-18,14,1,0
V01245,C0834,Music,English,2025-03-01,28,1,0
V01246,C0880,Fashion,Spanish,2025-01-06,173,1,0
V01247,C0651,Sports,English,2025-05-25,36,1,0
V01248,C0124,Technology,Spanish,2025-06-08,75,0,0
V01249,C0661,Sports,Spanish,2025-01-24,91,1,0
V01250,C0340,Food,Japanese,2025-02-13,24,0,1
V01251,C0665,Music,English,2025-01-25,175,1,0
V01252,C0760,Food,English,2025-06-16,115,1,0
V01253,C0627,Music,Japanese,2025-05-15,150,0,0
V01254,C0762,Music,Spanish,2025-01-28,162,1,0
V01255,C0791,Gaming,English,2025-05-14,91,1,0
V01256,C0194,Education,English,2025-02-13,96,1,0
V01257,C0429,Music,Spanish,2025-03-01,98,1,1
V01258,C0369,Music,English,2025-01-25,93,1,0
V01259,C0329,Music,English,2025-02-10,163,1,0
V01260,C0701,Music,Hindi,2025-01-26,130,1,0
V01261,C0448,Comedy,English,2025-01-16,57,1,0
V01262,C0765,Technology,Hindi,2025-03-24,148,1,0
V01263,C0674,Education,English,2025-05-15,86,1,0
V01264,C0404,Travel,Hindi,2025-05-29,108,1,0
V01265,C0646,Comedy,English,2025-06-02,172,1,0
V01266,C0308,Education,Spanish,2025-01-22,175,1,0
V01267,C0613,Technology,English,2025-01-16,98,1,1
V01268,C0984,Comedy,English,2025-01-04,23,1,0
V01269,C0487,Sports,Spanish,2025-05-31,17,0,0
V01270,C0179,Music,English,2025-04-05,126,1,1
V01271,C0995,Food,Spanish,2025-05-28,145,0,0
V01272,C0861,Music,Portuguese,2025-03-25,126,1,0
V01273,C0735,Fashion,Hindi,2025-01-09,57,1,0
V01274,C0763,Comedy,Japanese,2025-02-08,126,1,0
V01275,C0794,Gaming,English,2025-01-21,47,1,1
V01276,C0519,Comedy,English,2025-01-07,123,0,0
V01277,C0072,Education,Japanese,2025-06-03,12,0,1
V01278,C0208,Food,Japanese,2025-05-09,120,1,0
V01279,C0129,Fashion,Japanese,2025-04-10,71,0,0
V01280,C0561,Technology,English,2025-04-26,70,1,0
V01281,C0916,Travel,English,2025-01-12,127,1,0
V01282,C0505,Technology,English,2025-04-02,139,0,0
V01283,C0118,Travel,Portuguese,2025-01-24,107,1,0
V01284,C0243,Education,English,2025-06-26,135,1,0
V01285,C0297,Sports,Hindi,2025-02-19,128,1,1
V01286,C0761,Sports,Spanish,2025-01-09,28,1,0
V01287,C0431,Comedy,Portuguese,2025-01-13,157,1,0
V01288,C0677,Fashion,English,2025-02-28,61,0,0
V01289,C0031,Fashion,Spanish,2025-05-10,165,1,0
V01290,C0005,Technology,Portuguese,2025-01-02,64,0,0
V01291,C0766,Technology,Japanese,2025-05-27,121,1,0
V01292,C0744,News,English,2025-01-19,98,1,0
V01293,C0215,Education,English,2025-06-01,127,0,0
V01294,C0640,Fashion,Japanese,2025-01-25,133,1,0
V01295,C0088,Music,Japanese,2025-06-28,70,1,0
V01296,C0327,Technology,English,2025-04-27,66,1,0
V01297,C0197,Music,English,2025-02-09,19,0,0
V01298,C0856,Technology,Japanese,2025-04-25,99,1,0
V01299,C0553,Food,Hindi,2025-06-24,57,0,1
V01300,C0164,Travel,English,2025-02-08,139,1,0
V01301,C0040,Music,English,2025-02-05,78,1,0
V01302,C0405,Education,Japanese,2025-05-11,73,1,0
V01303,C0549,Comedy,Japanese,2025-03-10,137,1,0
V01304,C0867,Music,Hindi,2025-01-06,50,1,0
V01305,C0311,Fashion,Hindi,2025-01-18,57,0,0
V01306,C0906,Technology,English,2025-01-29,161,1,0
V01307,C0475,Sports,English,2025-06-14,167,1,0
V01308,C0486,Comedy,Japanese,2025-05-25,28,1,0
V01309,C0889,Education,Japanese,2025-02-23,126,0,0
V01310,C0055,Education,Japanese,2025-04-23,129,1,0
V01311,C0450,Sports,English,2025-03-09,51,1,0
V01312,C0106,Sports,Portuguese,2025-03-10,94,1,0
V01313,C0557,Music,English,2025-02-01,51,1,0
V01314,C0476,Comedy,English,2025-06-16,122,1,0
V01315,C0635,Technology,Hindi,2025-04-08,171,1,0
V01316,C0137,Food,English,2025-06-01,142,1,0
V01317,C0172,Music,Hindi,2025-05-22,56,1,0
V01318,C0897,Food,English,2025-04-30,115,0,0
V01319,C0389,Sports,English,2025-02-16,31,1,0
V01320,C0958,News,English,2025-04-09,30,1,0
V01321,C0244,Music,English,2025-04-21,36,0,0
V01322,C0058,Food,Spanish,2025-01-14,23,1,0
V01323,C0365,Sports,Spanish,2025-01-20,133,1,0
V01324,C0655,Comedy,Japanese,2025-06-09,14,1,0
V01325,C0751,Travel,English,2025-04-23,18,0,0
V01326,C0436,News,Spanish,2025-05-29,164,0,0
V01327,C0142,Travel,Portuguese,2025-01-03,118,1,0
V01328,C0014,Gaming,Hindi,2025-04-13,137,1,0
V01329,C0849,Fashion,Hindi,2025-02-12,108,1,1
V01330,C0677,Travel,Portuguese,2025-05-19,120,1,0
V01331,C0043,Comedy,Portuguese,2025-02-07,57,1,0
V01332,C0484,Fashion,English,2025-02-24,166,1,0
V01333,C0898,Comedy,Japanese,2025-02-03,57,1,0
V01334,C0360,News,Japanese,2025-06-25,103,1,0
V01335,C0768,Gaming,Japanese,2025-05-27,158,1,0
V01336,C0669,Music,English,2025-04-15,165,0,0
V01337,C0135,Sports,Spanish,2025-01-01,61,1,0
V01338,C0176,Food,English,2025-05-21,175,0,0
V01339,C0694,Music,Spanish,2025-01-20,46,1,0
V01340,C0936,Music,Spanish,2025-06-29,65,1,1
V01341,C0139,Comedy,Hindi,2025-02-11,118,0,1
V01342,C0262,Technology,Spanish,2025-06-28,133,0,0
V01343,C0509,Fashion,Portuguese,2025-04-08,13,1,0
V01344,C0105,Comedy,English,2025-06-15,123,0,0
V01345,C0014,Technology,Portuguese,2025-05-18,134,1,0
V01346,C0541,Music,English,2025-04-03,60,1,0
V01347,C0747,Music,Spanish,2025-03-13,127,1,0
V01348,C0041,Technology,Spanish,2025-05-16,139,0,0
V01349,C0204,Music,Japanese,2025-04-25,31,1,0
V01350,C0723,News,English,2025-02-05,15,1,0
V01351,C0981,Travel,English,2025-03-27,38,1,0
V01352,C0745,Food,Hindi,2025-05-11,83,0,0
V01353,C0942,Education,Japanese,2025-01-21,115,0,0
V01354,C0910,Technology,English,2025-02-05,78,1,0
V01355,C0444,Technology,English,2025-06-12,122,0,0
V01356,C0132,Sports,Hindi,2025-03-10,43,0,0
V01357,C0652,Education,English,2025-03-15,57,1,0
V01358,C0017,Gaming,Hindi,2025-03-24,30,0,1
V01359,C0798,Music,English,2025-02-11,171,0,0
V01360,C0012,Gaming,Spanish,2025-04-10,115,1,0
V01361,C0860,Gaming,Japanese,2025-02-14,171,1,0
V01362,C0364,Gaming,Spanish,2025-03-21,144,1,0
V01363,C0453,Comedy,Portuguese,2025-01-22,19,1,0
V01364,C0149,Technology,English,2025-05-28,54,0,0
V01365,C0558,Music,English,2025-03-03,42,1,0
V01366,C0849,Music,English,2025-01-25,25,1,0
V01367,C0942,Music,English,2025-04-01,10,1,0
V01368,C0611,Music,English,2025-01-22,96,0,0
V01369,C0188,Comedy,English,2025-04-11,125,1,1
V01370,C0859,Food,English,2025-01-27,110,1,1
V01371,C0443,Comedy,Spanish,2025-04-07,67,0,0
V01372,C0273,Music,Hindi,2025-05-29,87,1,0
V01373,C0008,Sports,Japanese,2025-03-12,167,1,0
V01374,C0424,Music,English,2025-05-17,160,0,0
V01375,C0783,Music,Spanish,2025-02-25,57,1,0
V01376,C0251,Gaming,Japanese,2025-04-19,134,0,0
V01377,C0562,Comedy,Japanese,2025-05-21,34,1,0
V01378,C0237,News,English,2025-01-08,110,1,0
V01379,C0815,Music,English,2025-01-16,86,1,0
V01380,C0541,Gaming,Spanish,2025-03-05,89,1,0
V01381,C0247,Travel,English,2025-04-06,128,1,0
V01382,C0262,Fashion,Spanish,2025-01-23,147,0,1
V01383,C0550,Food,Hindi,2025-03-16,139,1,0
V01384,C0514,Comedy,Spanish,2025-02-25,95,1,0
V01385,C0053,Comedy,English,2025-03-30,33,1,0
V01386,C0911,Technology,English,2025-04-27,33,0,0
V01387,C0582,Technology,English,2025-05-23,132,0,0
V01388,C0856,Comedy,English,2025-03-02,128,1,0
V01389,C0746,Comedy,Spanish,2025-05-14,150,1,0
V01390,C0809,Music,Portuguese,2025-06-13,168,1,0
V01391,C0820,Comedy,Hindi,2025-03-28,21,0,0
V01392,C0233,Sports,English,2025-02-13,108,0,0
V01393,C0702,Music,Spanish,2025-04-18,119,1,0
V01394,C0374,Food,Spanish,2025-03-21,42,0,0
V01395,C0347,Food,Portuguese,2025-02-26,132,1,0
V01396,C0706,Gaming,Hindi,2025-06-16,162,1,0
V01397,C0911,Sports,Hindi,2025-03-25,81,1,0
V01398,C0323,Music,English,2025-02-06,138,1,0
V01399,C0752,Food,English,2025-06-16,135,1,0
V01400,C0065,Food,English,2025-01-14,49,1,0
V01401,C0654,Comedy,Spanish,2025-06-23,124,0,0
V01402,C0440,News,Hindi,2025-06-13,47,0,0
V01403,C0366,Food,Hindi,2025-06-05,154,1,0
V01404,C0523,News,English,2025-04-03,148,1,0
V01405,C0102,Music,English,2025-05-12,172,1,0
V01406,C0962,Technology,English,2025-03-13,27,1,0
V01407,C0179,News,Hindi,2025-02-04,25,1,0
V01408,C0256,Technology,English,2025-01-03,40,1,0
V01409,C0792,Gaming,Portuguese,2025-05-11,29,1,0
V01410,C0530,Technology,English,2025-04-06,178,1,0
V01411,C0441,Travel,English,2025-05-11,104,1,0
V01412,C0570,Sports,English,2025-01-21,130,0,0
V01413,C0358,Sports,Spanish,2025-03-18,38,0,0
V01414,C0789,Education,Japanese,2025-03-27,43,1,0
V01415,C0117,Gaming,English,2025-04-12,120,1,0
V01416,C0551,Technology,English,2025-05-08,123,1,0
V01417,C0794,Education,English,2025-05-12,108,0,0
V01418,C0427,Comedy,Japanese,2025-01-17,167,1,0
V01419,C0495,Food,English,2025-01-24,171,0,0
V01420,C0552,Music,Portuguese,2025-01-28,17,1,0
V01421,C0602,News,English,2025-03-18,167,1,0
V01422,C0286,Comedy,English,2025-03-19,46,1,0
V01423,C0751,Comedy,English,2025-05-15,28,1,0
V01424,C0277,Music,Portuguese,2025-04-25,143,1,0
V01425,C0262,News,English,2025-01-20,40,1,0
V01426,C0555,News,English,2025-05-24,24,1,0
V01427,C0970,Food,Portuguese,2025-06-29,160,1,1
V01428,C0071,Comedy,English,2025-06-23,29,1,0
V01429,C0636,Technology,Spanish,2025-02-02,45,0,0
V01430,C0290,Gaming,English,2025-01-13,73,1,0
V01431,C0906,News,English,2025-03-12,117,1,0
V01432,C0745,Food,English,2025-02-08,132,1,0
V01433,C0406,News,English,2025-03-07,174,1,0
V01434,C0135,Music,English,2025-02-08,82,1,0
V01435,C0670,Education,Japanese,2025-04-26,48,0,0
V01436,C0982,Food,Hindi,2025-06-13,19,1,0
V01437,C0881,Gaming,English,2025-03-20,16,1,0
V01438,C0871,Comedy,English,2025-01-24,19,1,0
V01439,C0929,Comedy,English,2025-02-15,18,1,0
V01440,C0202,News,English,2025-06-12,39,1,0
V01441,C0836,Travel,Portuguese,2025-03-24,41,1,0
V01442,C0427,Travel,English,2025-05-21,177,0,0
V01443,C0093,Sports,English,2025-04-07,152,1,0
V01444,C0686,Sports,Spanish,2025-02-24,175,1,0
V01445,C0385,Gaming,English,2025-05-29,116,0,0
V01446,C0359,Music,Japanese,2025-05-19,171,1,0
V01447,C0317,Gaming,Hindi,2025-05-29,27,1,0
V01448,C0482,News,Portuguese,2025-04-23,28,0,0
V01449,C0725,Sports,English,2025-04-26,83,1,0
V01450,C0250,News,English,2025-02-23,46,1,0
V01451,C0054,Education,Spanish,2025-05-27,91,1,0
V01452,C0542,Technology,English,2025-06-03,156,0,0
V01453,C0021,Music,Hindi,2025-06-05,165,0,1
V01454,C0041,Travel,English,2025-05-06,131,1,0
V01455,C0073,News,English,2025-03-19,10,1,0
V01456,C0450,Comedy,English,2025-03-11,82,0,0
V01457,C0778,Comedy,Spanish,2025-04-03,133,1,0
V01458,C0665,Comedy,Japanese,2025-05-10,108,1,0
V01459,C0023,Comedy,English,2025-04-28,152,1,0
V01460,C0501,Music,Portuguese,2025-03-20,138,0,0
V01461,C0454,Music,English,2025-04-05,29,1,0
V01462,C0953,Gaming,English,2025-04-10,148,1,0
V01463,C0795,Food,English,2025-02-24,110,1,0
V01464,C0549,Travel,Japanese,2025-01-29,108,0,0
V01465,C0633,Gaming,Hindi,2025-05-30,82,0,0
V01466,C0711,Comedy,English,2025-03-30,111,1,1
V01467,C0966,Gaming,Spanish,2025-01-21,100,1,0
V01468,C0128,Music,Spanish,2025-01-24,141,1,0
V01469,C0883,Food,Hindi,2025-02-18,133,0,0
V01470,C0878,Music,English,2025-04-06,37,1,0
V01471,C0048,Gaming,English,2025-04-07,164,0,0
V01472,C0120,Food,Hindi,2025-02-14,15,1,0
V01473,C0524,Technology,English,2025-05-03,169,1,0
V01474,C0657,Music,English,2025-01-27,75,0,0
V01475,C0644,News,Hindi,2025-01-06,13,1,1
V01476,C0918,Music,Spanish,2025-01-20,47,1,0
V01477,C0647,Food,English,2025-05-24,105,1,0
V01478,C0696,Education,English,2025-01-11,19,1,0
V01479,C0654,Music,Spanish,2025-06-11,149,0,0
V01480,C0549,Education,English,2025-01-14,167,1,0
V01481,C0848,Technology,Hindi,2025-04-07,134,0,0
V01482,C0477,Gaming,Spanish,2025-05-12,130,1,0
V01483,C0525,Gaming,Portuguese,2025-01-06,138,1,0
V01484,C0002,Fashion,English,2025-02-04,118,1,0
V01485,C0438,Education,Hindi,2025-03-16,106,1,0
V01486,C0965,Travel,Spanish,2025-04-28,72,1,0
V01487,C0655,Comedy,Spanish,2025-05-12,155,0,0
V01488,C0940,Sports,English,2025-03-05,144,1,0
V01489,C0306,Food,English,2025-01-30,152,1,1
V01490,C0871,Music,English,2025-02-28,11,1,0
V01491,C0546,Music,Spanish,2025-05-01,87,1,0
V01492,C0914,Gaming,Spanish,2025-05-02,94,1,1
V01493,C0938,Fashion,English,2025-01-19,123,0,0
V01494,C0905,News,Spanish,2025-05-28,109,1,0
V01495,C0763,News,English,2025-01-15,101,1,0
V01496,C0993,Comedy,Spanish,2025-05-09,162,1,0
V01497,C0237,Food,English,2025-05-26,76,1,0
V01498,C0847,Gaming,Spanish,2025-04-11,119,1,0
V01499,C0189,Music,Japanese,2025-05-30,15,1,0
V01500,C0692,Travel,English,2025-04-06,71,0,0
V01501,C0745,Technology,Hindi,2025-06-03,30,0,0
V01502,C0298,Music,English,2025-04-01,88,0,0
V01503,C0729,Music,English,2025-02-09,176,1,0
V01504,C0646,Comedy,Japanese,2025-02-27,152,1,0
V01505,C0146,Gaming,Spanish,2025-05-09,171,1,0
V01506,C0051,Education,Hindi,2025-04-07,151,0,0
V01507,C0700,Comedy,Spanish,2025-04-06,67,1,1
V01508,C0208,Music,Portuguese,2025-04-09,100,0,0
V01509,C0662,Travel,English,2025-02-20,31,0,0
V01510,C0153,Music,English,2025-04-16,14,1,0
V01511,C0333,Education,Hindi,2025-03-08,93,0,0
V01512,C0867,Music,Hindi,2025-06-07,53,1,0
V01513,C0557,Sports,English,2025-06-16,179,1,0
V01514,C0384,Technology,Hindi,2025-04-15,38,1,0
V01515,C0784,Technology,Portuguese,2025-04-17,91,1,0
V01516,C0370,News,Portuguese,2025-01-04,114,1,0
V01517,C0166,News,Hindi,2025-05-29,73,1,0
V01518,C0571,Technology,Hindi,2025-01-07,62,1,0
V01519,C0921,Technology,English,2025-03-25,176,1,0
V01520,C0206,Education,Spanish,2025-06-20,33,1,0
V01521,C0560,Education,Hindi,2025-06-27,14,1,0
V01522,C0556,Technology,English,2025-01-24,155,1,0
V01523,C0172,Sports,English,2025-03-16,142,1,0
V01524,C0888,Education,Japanese,2025-03-29,64,1,0
V01525,C0830,Comedy,English,2025-03-03,72,0,0
V01526,C0044,Technology,English,2025-06-15,69,1,0
V01527,C0797,Technology,Portuguese,2025-03-15,34,1,0
V01528,C0858,News,Hindi,2025-03-27,102,1,0
V01529,C0427,News,Hindi,2025-03-31,68,1,1
V01530,C0550,Sports,Hindi,2025-01-07,91,1,0
V01531,C0905,Food,Japanese,2025-01-07,27,0,0
V01532,C0331,Music,Portuguese,2025-02-04,154,0,0
V01533,C0178,News,English,2025-04-19,15,0,0
V01534,C0978,Comedy,English,2025-05-09,91,0,1
V01535,C0831,Comedy,Hindi,2025-06-17,140,0,0
V01536,C0022,Technology,English,2025-06-01,173,0,1
V01537,C0410,Music,English,2025-02-28,21,1,0
V01538,C0506,Sports,English,2025-06-21,82,0,0
V01539,C0039,News,Japanese,2025-05-18,60,0,0
V01540,C0227,Sports,English,2025-02-01,88,1,0
V01541,C0476,News,Spanish,2025-04-06,14,1,1
V01542,C0368,Education,English,2025-03-25,92,1,0
V01543,C0867,Technology,Portuguese,2025-01-27,152,1,1
V01544,C0098,Music,Portuguese,2025-03-02,161,1,0
V01545,C0938,Technology,Hindi,2025-05-19,163,1,0
V01546,C0113,Education,English,2025-03-17,84,1,0
V01547,C0073,Sports,Japanese,2025-04-05,31,1,1
V01548,C0268,Comedy,Hindi,2025-05-29,82,1,0
V01549,C0231,Comedy,Spanish,2025-01-22,45,0,0
V01550,C0652,Music,Hindi,2025-04-21,165,0,0
V01551,C0577,Comedy,Spanish,2025-05-12,100,1,0
V01552,C0940,Gaming,English,2025-04-06,24,1,0
V01553,C0135,Travel,Hindi,2025-05-09,95,1,0
V01554,C0405,Comedy,English,2025-04-18,25,0,0
V01555,C0195,Music,Japanese,2025-05-14,66,0,1
V01556,C0052,Technology,Spanish,2025-04-15,57,0,1
V01557,C0220,Technology,Japanese,2025-04-22,82,1,0
V01558,C0115,Music,Hindi,2025-04-02,141,1,0
V01559,C0952,Music,English,2025-04-03,67,1,0
V01560,C1000,Comedy,Hindi,2025-04-20,38,1,0
V01561,C0008,Travel,Spanish,2025-06-15,21,1,0
V01562,C0877,Music,English,2025-01-31,154,0,0
V01563,C0402,Technology,Hindi,2025-04-09,56,0,0
V01564,C0418,Music,Hindi,2025-01-11,135,1,1
V01565,C0299,Sports,English,2025-03-17,101,1,0
V01566,C0919,Music,Japanese,2025-02-21,38,1,0
V01567,C0599,Fashion,Spanish,2025-04-07,100,0,0
V01568,C0312,Comedy,Hindi,2025-04-25,13,1,0
V01569,C0589,Comedy,English,2025-03-15,137,1,0
V01570,C0624,Comedy,English,2025-04-30,167,1,0
V01571,C0438,Sports,Japanese,2025-05-12,178,1,0
V01572,C0873,Education,English,2025-03-10,13,1,0
V01573,C0780,Gaming,Portuguese,2025-05-29,13,1,0
V01574,C0157,Fashion,Japanese,2025-02-25,39,1,0
V01575,C0476,Education,Spanish,2025-03-04,57,1,0
V01576,C0201,Sports,Portuguese,2025-01-12,50,1,0
V01577,C0309,News,English,2025-01-06,17,1,0
V01578,C0314,Education,Japanese,2025-04-25,141,1,0
V01579,C0813,Sports,English,2025-01-09,147,1,0
V01580,C0372,News,Spanish,2025-01-25,180,1,0
V01581,C0327,News,Hindi,2025-06-12,137,0,0
V01582,C0117,Music,Spanish,2025-03-13,130,0,0
V01583,C0013,Comedy,English,2025-03-09,57,0,0
V01584,C0135,Travel,English,2025-06-07,83,1,0
V01585,C0271,Travel,Hindi,2025-05-25,64,0,0
V01586,C0524,Music,English,2025-04-24,133,1,0
V01587,C0421,Education,Hindi,2025-01-06,72,0,0
V01588,C0276,Gaming,Spanish,2025-05-29,65,0,0
V01589,C0254,Gaming,Portuguese,2025-06-23,19,0,0
V01590,C0485,Comedy,Spanish,2025-05-02,125,1,1
V01591,C0858,Food,Spanish,2025-03-08,135,0,0
V01592,C0180,News,Hindi,2025-03-15,119,1,0
V01593,C0240,News,Spanish,2025-01-19,106,0,0
V01594,C0194,Comedy,Spanish,2025-03-25,65,1,0
V01595,C0780,Travel,English,2025-03-09,64,1,0
V01596,C0750,Sports,Spanish,2025-03-11,101,1,0
V01597,C0776,Food,Hindi,2025-03-21,67,0,0
V01598,C0624,Technology,English,2025-03-10,150,0,0
V01599,C0897,Gaming,Hindi,2025-01-11,27,0,0
V01600,C0087,Education,Spanish,2025-05-09,30,1,0
V01601,C0192,Technology,Hindi,2025-02-17,39,1,0
V01602,C0509,Education,Japanese,2025-02-18,153,1,0
V01603,C0126,Music,Spanish,2025-02-15,135,0,0
V01604,C0745,Music,English,2025-05-06,106,1,0
V01605,C0971,Fashion,Spanish,2025-03-02,133,0,0
V01606,C0992,Fashion,Hindi,2025-04-26,85,0,1
V01607,C0149,News,Spanish,2025-01-17,39,1,1
V01608,C0098,News,Hindi,2025-06-26,103,1,0
V01609,C0282,Music,Japanese,2025-05-14,93,1,0
V01610,C0822,Education,Spanish,2025-01-13,87,0,0
V01611,C0086,Music,English,2025-06-18,120,0,0
V01612,C0511,Music,Japanese,2025-03-01,77,1,0
V01613,C0287,Technology,English,2025-01-23,55,1,0
V01614,C0834,Music,English,2025-03-07,49,0,0
V01615,C0190,Gaming,English,2025-02-02,67,1,1
V01616,C0671,News,English,2025-01-04,99,1,0
V01617,C0700,Gaming,Portuguese,2025-04-15,31,1,0
V01618,C0150,Music,Spanish,2025-03-05,120,1,0
V01619,C0798,Music,Spanish,2025-01-08,32,0,0
V01620,C0892,Education,English,2025-03-31,56,1,0
V01621,C0337,Education,Japanese,2025-05-08,65,1,0
V01622,C0503,Comedy,English,2025-06-17,17,1,0
V01623,C0747,News,Hindi,2025-03-24,78,0,0
V01624,C0235,News,English,2025-04-21,122,0,0
V01625,C0865,News,English,2025-04-10,128,1,0
V01626,C0567,Fashion,English,2025-06-25,161,1,0
V01627,C0836,News,English,2025-03-23,109,1,0
V01628,C0157,Sports,Hindi,2025-02-21,180,0,0
V01629,C0834,Technology,Portuguese,2025-01-04,48,1,0
V01630,C0165,Food,English,2025-05-16,174,1,0
V01631,C0123,Sports,English,2025-04-02,141,1,0
V01632,C0969,Comedy,English,2025-04-25,15,1,0
V01633,C0558,Food,Japanese,2025-01-05,130,1,0
V01634,C0051,Sports,English,2025-03-03,128,0,0
V01635,C0512,Fashion,Hindi,2025-03-15,133,0,1
