user_id,signup_date,country,device,age_group,gender,acquisition_source,premium_user
U01638,2025-06-24,Germany,Android,35-44,Female,Referral,0
U01639,2025-06-06,India,iOS,18-24,Female,Ads,0
U01640,2025-04-01,Australia,Android,25-34,Male,Ads,0
U01641,2025-06-24,India,iOS,25-34,Female,Organic,0
U01642,2025-02-25,India,Android,25-34,Female,Organic,0
U01643,2025-05-12,UK,iOS,25-34,Male,Referral,0
U01644,2025-04-17,India,iOS,18-24,Other,Organic,0
U01645,2025-01-31,Canada,Android,35-44,Male,Organic,0
U01646,2025-01-15,India,iOS,18-24,Female,Ads,0
U01647,2025-03-27,Australia,Android,25-34,Female,Ads,0
U01648,2025-03-09,India,iOS,25-34,Female,Ads,0
U01649,2025-04-25,USA,Android,55+,Male,Ads,0
U01650,2025-02-28,USA,iOS,18-24,Male,Organic,0
U01651,2025-05-05,India,iOS,55+,Female,Ads,0
U01652,2025-03-24,Brazil,Android,45-54,Female,Organic,1
U01653,2025-05-15,UK,Android,45-54,Male,Ads,0
U01654,2025-02-18,Germany,iOS,18-24,Female,Organic,0
U01655,2025-03-30,Canada,Android,18-24,Male,Organic,0
U01656,2025-06-14,USA,iOS,35-44,Male,Organic,0
U01657,2025-02-28,UK,Android,35-44,Female,Organic,0
U01658,2025-02-08,Canada,Android,18-24,Female,Referral,0
U01659,2025-03-16,India,iOS,25-34,Male,Organic,0
U01660,2025-06-15,Canada,Android,18-24,Male,Organic,1
U01661,2025-04-04,USA,iOS,18-24,Male,Organic,0
U01662,2025-01-21,India,Android,45-54,Female,Organic,0
U01663,2025-02-16,USA,iOS,55+,Male,Organic,0
U01664,2025-03-16,Brazil,Android,25-34,Male,Ads,1
U01665,2025-04-22,India,iOS,18-24,Male,Organic,0
U01666,2025-03-11,India,iOS,18-24,Female,Ads,0
U01667,2025-04-22,UK,iOS,18-24,Male,Referral,0
U01668,2025-02-27,Australia,iOS,18-24,Other,Referral,0
U01669,2025-05-16,UK,Android,25-34,Female,Organic,1
U01670,2025-02-27,USA,Android,35-44,Male,Organic,0
U01671,2025-01-05,Japan,Android,18-24,Female,Ads,0
U01672,2025-06-11,Brazil,iOS,35-44,Female,Organic,0
U01673,2025-05-08,UK,Android,25-34,Male,Organic,0
U01674,2025-03-18,Japan,Android,18-24,Male,Organic,0
U01675,2025-02-23,Canada,Android,35-44,Female,Ads,0
U01676,2025-01-02,Japan,Android,35-44,Female,Organic,1
U01677,2025-04-20,USA,Android,18-24,Female,Organic,0
U01678,2025-06-17,UK,Android,18-24,Male,Organic,0
U01679,2025-05-14,India,iOS,25-34,Female,Organic,0
U01680,2025-06-01,Brazil,iOS,18-24,Female,Organic,0
U01681,2025-05-25,UK,Android,18-24,Female,Ads,0
U01682,2025-01-10,USA,Android,18-24,Female,Organic,0
U01683,2025-06-26,USA,Android,35-44,Male,Referral,0
U01684,2025-04-28,UK,Android,18-24,Female,Organic,0
U01685,2025-05-25,India,iOS,18-24,Male,Ads,0
U01686,2025-04-07,Brazil,Android,18-24,Male,Organic,0
U01687,2025-06-11,USA,Android,25-34,Male,Organic,0
U01688,2025-06-25,Brazil,iOS,45-54,Female,Organic,0
U01689,2025-06-25,India,iOS,25-34,Male,Ads,0
U01690,2025-02-25,USA,Android,25-34,Female,Ads,0
U01691,2025-05-31,Brazil,Android,25-34,Female,Organic,0
U01692,2025-06-05,India,iOS,45-54,Male,Organic,0
U01693,2025-02-14,Japan,Android,18-24,Female,Organic,0
U01694,2025-04-28,UK,Android,35-44,Female,Ads,0
U01695,2025-06-05,USA,Android,18-24,Male,Organic,0
U01696,2025-03-10,India,Android,55+,Male,Ads,0
U01697,2025-02-12,USA,iOS,18-24,Female,Organic,1
U01698,2025-05-04,USA,iOS,18-24,Female,Organic,0
U01699,2025-02-06,USA,iOS,18-24,Male,Organic,0
U01700,2025-05-01,Brazil,Android,18-24,Female,Organic,0
U01701,2025-02-18,USA,Android,35-44,Female,Organic,0
U01702,2025-05-12,UK,Android,18-24,Male,Organic,0
U01703,2025-05-27,India,Android,35-44,Male,Ads,0
U01704,2025-05-20,USA,Android,35-44,Male,Organic,0
U01705,2025-05-30,India,Web,25-34,Male,Organic,0
U01706,2025-05-09,Brazil,Android,25-34,Female,Organic,0
U01707,2025-05-13,Canada,Android,18-24,Male,Ads,1
U01708,2025-06-12,Australia,Android,55+,Male,Organic,0
U01709,2025-01-27,USA,Android,25-34,Female,Organic,0
U01710,2025-05-02,Germany,Android,18-24,Male,Organic,0
U01711,2025-01-19,USA,iOS,18-24,Male,Organic,0
U01712,2025-06-25,India,Android,35-44,Male,Organic,0
U01713,2025-05-02,Brazil,Android,25-34,Female,Referral,0
U01714,2025-05-06,UK,Android,25-34,Female,Ads,1
U01715,2025-01-08,Canada,iOS,25-34,Female,Organic,0
U01716,2025-03-01,USA,Android,18-24,Male,Referral,0
U01717,2025-06-03,UK,iOS,45-54,Female,Organic,1
U01718,2025-03-27,USA,Android,45-54,Female,Organic,1
U01719,2025-01-07,India,iOS,55+,Male,Referral,0
U01720,2025-04-23,Brazil,Android,25-34,Female,Ads,1
U01721,2025-03-12,Brazil,iOS,25-34,Female,Referral,1
U01722,2025-05-23,Australia,Android,25-34,Male,Organic,0
U01723,2025-01-26,USA,Android,18-24,Male,Ads,0
U01724,2025-01-18,Brazil,Android,45-54,Female,Organic,0
U01725,2025-06-26,India,Android,25-34,Female,Referral,1
U01726,2025-02-27,USA,Android,25-34,Female,Organic,0
U01727,2025-03-05,India,Android,18-24,Male,Organic,0
U01728,2025-05-26,Australia,Web,18-24,Female,Organic,0
U01729,2025-03-22,USA,Android,18-24,Male,Organic,0
U01730,2025-02-04,USA,iOS,55+,Female,Referral,0
U01731,2025-02-08,USA,Android,45-54,Female,Organic,0
U01732,2025-01-26,Japan,Android,35-44,Male,Ads,1
U01733,2025-06-02,USA,iOS,25-34,Female,Organic,0
U01734,2025-04-15,USA,Android,35-44,Female,Organic,0
U01735,2025-06-20,USA,iOS,55+,Female,Organic,0
U01736,2025-03-13,USA,iOS,35-44,Male,Organic,0
U01737,2025-04-14,UK,Android,35-44,Female,Organic,0
U01738,2025-04-08,India,iOS,35-44,Male,Ads,0
U01739,2025-06-27,Brazil,Android,25-34,Male,Organic,0
U01740,2025-02-22,Brazil,iOS,18-24,Male,Ads,0
U01741,2025-06-11,USA,Android,45-54,Female,Referral,0
U01742,2025-02-01,USA,Android,25-34,Male,Organic,0
U01743,2025-02-19,USA,Android,25-34,Female,Organic,0
U01744,2025-06-27,USA,Android,18-24,Male,Organic,0
U01745,2025-06-10,India,Android,25-34,Male,Organic,0
U01746,2025-04-04,Australia,Android,55+,Male,Ads,1
U01747,2025-06-06,India,Android,18-24,Female,Ads,0
U01748,2025-02-27,India,iOS,25-34,Male,Organic,0
U01749,2025-05-25,Canada,iOS,35-44,Male,Ads,0
U01750,2025-06-19,India,Android,25-34,Male,Referral,0
U01751,2025-03-07,Australia,Android,35-44,Male,Organic,0
U01752,2025-06-06,USA,Android,25-34,Female,Ads,0
U01753,2025-01-23,UK,Android,35-44,Female,Organic,0
U01754,2025-04-01,Brazil,iOS,25-34,Female,Organic,0
U01755,2025-01-15,USA,Android,25-34,Female,Organic,0
U01756,2025-01-28,Brazil,Android,18-24,Female,Referral,1
U01757,2025-05-27,USA,iOS,18-24,Male,Organic,0
U01758,2025-02-13,India,Android,35-44,Male,Organic,1
U01759,2025-06-17,Germany,iOS,18-24,Female,Organic,1
U01760,2025-05-12,USA,iOS,35-44,Male,Organic,0
U01761,2025-05-21,UK,Android,35-44,Female,Organic,0
U01762,2025-05-11,India,Android,25-34,Male,Organic,0
U01763,2025-03-19,USA,iOS,25-34,Male,Organic,0
U01764,2025-06-14,Canada,Android,45-54,Female,Organic,1
U01765,2025-06-06,India,Android,25-34,Female,Organic,0
U01766,2025-04-19,Japan,Android,18-24,Male,Organic,0
U01767,2025-03-13,India,iOS,55+,Male,Organic,0
U01768,2025-01-18,India,Android,18-24,Female,Organic,0
U01769,2025-06-03,Canada,Android,35-44,Male,Organic,0
U01770,2025-03-18,USA,Android,25-34,Male,Organic,0
U01771,2025-01-03,Australia,iOS,25-34,Male,Ads,0
U01772,2025-02-21,Australia,Android,45-54,Other,Organic,1
U01773,2025-04-15,UK,Android,35-44,Male,Ads,0
U01774,2025-01-24,India,Web,18-24,Male,Organic,0
U01775,2025-03-30,India,iOS,25-34,Male,Organic,0
U01776,2025-03-13,USA,iOS,35-44,Female,Ads,0
U01777,2025-05-11,UK,Android,25-34,Male,Ads,0
U01778,2025-05-26,Canada,Android,25-34,Female,Referral,0
U01779,2025-05-11,Brazil,Android,25-34,Female,Organic,0
U01780,2025-02-20,USA,Android,55+,Male,Organic,0
U01781,2025-04-24,Canada,Android,18-24,Male,Organic,0
U01782,2025-03-15,Canada,Android,25-34,Female,Organic,0
U01783,2025-06-09,Brazil,Android,18-24,Female,Organic,0
U01784,2025-05-04,Canada,iOS,18-24,Male,Ads,0
U01785,2025-03-14,USA,Android,35-44,Female,Ads,0
U01786,2025-01-22,Germany,Android,18-24,Female,Referral,0
U01787,2025-05-12,India,Android,35-44,Other,Organic,0
U01788,2025-02-15,USA,Android,45-54,Male,Referral,1
U01789,2025-04-02,Canada,Android,35-44,Male,Organic,1
U01790,2025-01-05,Canada,Android,25-34,Male,Organic,0
U01791,2025-05-01,Canada,iOS,45-54,Female,Referral,0
U01792,2025-06-21,Australia,iOS,25-34,Female,Ads,0
U01793,2025-04-20,Canada,Android,18-24,Male,Organic,0
U01794,2025-03-05,UK,iOS,18-24,Female,Referral,0
U01795,2025-06-27,India,Android,35-44,Male,Organic,0
U01796,2025-04-29,USA,Android,18-24,Male,Organic,0
U01797,2025-02-12,UK,Android,18-24,Male,Organic,0
U01798,2025-05-06,USA,iOS,55+,Female,Referral,0
U01799,2025-01-13,Japan,iOS,25-34,Male,Referral,0
U01800,2025-05-04,Germany,Android,18-24,Female,Organic,0
U01801,2025-06-09,Brazil,Android,25-34,Female,Organic,0
U01802,2025-04-01,USA,Android,25-34,Other,Organic,0
U01803,2025-06-26,USA,iOS,45-54,Male,Ads,0
U01804,2025-05-17,Canada,iOS,25-34,Female,Organic,0
U01805,2025-02-28,UK,Android,35-44,Female,Ads,1
U01806,2025-05-07,India,Android,18-24,Female,Organic,0
U01807,2025-03-21,Germany,Android,18-24,Male,Organic,0
U01808,2025-01-23,UK,Android,25-34,Male,Organic,0
U01809,2025-01-28,USA,Android,55+,Female,Ads,0
U01810,2025-01-09,India,Android,35-44,Male,Ads,0
U01811,2025-01-08,Brazil,Android,35-44,Male,Organic,0
U01812,2025-03-01,USA,Android,18-24,Male,Organic,0
U01813,2025-04-06,USA,Android,35-44,Male,Organic,0
U01814,2025-01-23,India,iOS,25-34,Female,Ads,1
U01815,2025-01-19,Germany,Android,25-34,Male,Ads,0
U01816,2025-02-15,Germany,iOS,18-24,Female,Organic,0
U01817,2025-06-22,Germany,Android,35-44,Male,Organic,1
U01818,2025-04-15,USA,iOS,18-24,Male,Organic,0
U01819,2025-01-27,India,Android,18-24,Female,Ads,0
U01820,2025-03-17,USA,Android,18-24,Female,Organic,0
U01821,2025-03-30,India,Android,18-24,Male,Ads,0
U01822,2025-03-14,Canada,Android,25-34,Female,Organic,0
U01823,2025-05-11,India,iOS,18-24,Female,Referral,0
U01824,2025-05-25,Brazil,Android,25-34,Female,Referral,0
U01825,2025-05-16,USA,Android,45-54,Female,Referral,0
U01826,2025-04-15,USA,Web,35-44,Male,Organic,0
U01827,2025-03-23,Japan,Android,35-44,Female,Organic,0
U01828,2025-04-25,USA,Android,45-54,Male,Organic,0
U01829,2025-05-25,USA,Android,18-24,Female,Ads,0
U01830,2025-05-22,India,Android,25-34,Female,Ads,0
U01831,2025-01-31,UK,iOS,35-44,Female,Organic,1
U01832,2025-06-21,Australia,Android,35-44,Female,Ads,0
U01833,2025-03-22,India,Android,18-24,Male,Ads,0
U01834,2025-05-08,USA,iOS,35-44,Male,Organic,0
U01835,2025-01-20,UK,iOS,45-54,Female,Organic,0
U01836,2025-06-11,USA,Android,18-24,Female,Organic,0
U01837,2025-04-06,India,iOS,18-24,Female,Organic,0
U01838,2025-04-30,UK,iOS,25-34,Male,Ads,1
U01839,2025-03-21,Brazil,iOS,18-24,Male,Organic,0
U01840,2025-02-24,India,Android,55+,Male,Ads,0
U01841,2025-01-07,USA,iOS,25-34,Female,Organic,0
U01842,2025-05-15,India,Android,25-34,Male,Ads,0
U01843,2025-03-13,Canada,Android,35-44,Male,Organic,0
U01844,2025-02-12,Canada,Android,35-44,Female,Organic,1
U01845,2025-03-28,USA,Android,25-34,Male,Referral,0
U01846,2025-03-28,USA,Android,18-24,Female,Organic,0
U01847,2025-02-15,India,Android,18-24,Female,Organic,0
U01848,2025-06-16,USA,iOS,18-24,Male,Organic,0
U01849,2025-03-12,UK,Android,18-24,Female,Ads,0
U01850,2025-01-20,Germany,iOS,35-44,Female,Organic,1
U01851,2025-05-14,India,Android,55+,Female,Referral,0
U01852,2025-03-13,Japan,Android,45-54,Female,Organic,1
U01853,2025-04-16,Japan,Android,35-44,Female,Ads,0
U01854,2025-06-25,USA,Android,18-24,Male,Organic,0
U01855,2025-05-06,USA,iOS,25-34,Male,Ads,0
U01856,2025-03-11,Australia,iOS,18-24,Female,Ads,0
U01857,2025-01-12,UK,Android,25-34,Male,Organic,1
U01858,2025-03-19,USA,Android,55+,Male,Organic,1
U01859,2025-02-23,India,Android,18-24,Female,Ads,0
U01860,2025-02-06,UK,Android,25-34,Female,Organic,0
U01861,2025-01-24,India,Android,25-34,Female,Organic,0
U01862,2025-06-14,UK,Android,18-24,Female,Referral,0
U01863,2025-06-10,Canada,Android,18-24,Other,Organic,0
U01864,2025-03-30,India,iOS,18-24,Female,Organic,0
U01865,2025-01-18,India,Web,18-24,Female,Organic,0
U01866,2025-05-09,USA,iOS,18-24,Female,Ads,1
U01867,2025-02-11,USA,Web,25-34,Male,Organic,0
U01868,2025-05-05,Australia,Android,25-34,Female,Organic,0
U01869,2025-05-05,India,Android,18-24,Female,Referral,0
U01870,2025-04-26,India,Android,25-34,Female,Organic,0
U01871,2025-01-05,Germany,Android,45-54,Male,Organic,0
U01872,2025-01-10,India,Android,18-24,Female,Organic,0
U01873,2025-06-02,Japan,Android,25-34,Female,Organic,0
U01874,2025-03-06,Japan,Android,35-44,Female,Organic,0
U01875,2025-02-17,Canada,Android,18-24,Male,Ads,0
U01876,2025-01-25,UK,Android,45-54,Female,Organic,0
U01877,2025-06-02,Brazil,Android,45-54,Female,Organic,0
U01878,2025-04-20,Brazil,Android,25-34,Male,Ads,0
U01879,2025-02-09,Germany,Web,25-34,Male,Ads,0
U01880,2025-01-14,Brazil,Android,25-34,Female,Organic,1
U01881,2025-06-11,UK,iOS,55+,Female,Organic,0
U01882,2025-05-29,USA,iOS,18-24,Female,Ads,0
U01883,2025-04-18,USA,Android,35-44,Male,Organic,0
U01884,2025-02-10,Australia,Android,35-44,Female,Ads,0
U01885,2025-04-24,USA,Android,18-24,Female,Ads,1
U01886,2025-02-11,USA,Android,18-24,Female,Ads,0
U01887,2025-06-07,USA,iOS,18-24,Female,Organic,0
U01888,2025-06-18,USA,Android,25-34,Female,Ads,0
U01889,2025-02-15,Canada,iOS,18-24,Male,Organic,0
U01890,2025-03-05,India,Android,45-54,Male,Ads,0
U01891,2025-05-31,India,Android,35-44,Female,Organic,0
U01892,2025-01-29,India,iOS,18-24,Male,Organic,0
U01893,2025-06-03,USA,iOS,35-44,Other,Organic,0
U01894,2025-06-24,USA,Android,18-24,Female,Organic,0
U01895,2025-04-26,Brazil,Android,18-24,Female,Organic,0
U01896,2025-01-01,USA,iOS,18-24,Male,Organic,0
U01897,2025-02-23,Germany,iOS,25-34,Male,Organic,0
U01898,2025-06-16,Brazil,iOS,45-54,Female,Organic,0
U01899,2025-01-29,USA,iOS,25-34,Male,Organic,1
U01900,2025-01-26,Canada,Android,35-44,Female,Referral,1
U01901,2025-04-15,Canada,Android,18-24,Female,Ads,0
U01902,2025-02-18,USA,iOS,25-34,Male,Ads,0
U01903,2025-06-05,USA,Android,45-54,Male,Referral,0
U01904,2025-02-03,USA,Android,25-34,Female,Organic,0
U01905,2025-01-22,Germany,Android,25-34,Male,Organic,1
U01906,2025-05-09,USA,Android,18-24,Male,Organic,0
U01907,2025-06-18,Brazil,Android,45-54,Female,Organic,0
U01908,2025-01-06,UK,Android,18-24,Female,Ads,0
U01909,2025-01-26,USA,Android,25-34,Female,Organic,0
U01910,2025-01-03,USA,Android,25-34,Male,Organic,0
U01911,2025-03-11,Brazil,Android,18-24,Female,Organic,0
U01912,2025-06-03,USA,Android,18-24,Female,Organic,0
U01913,2025-06-03,Canada,Android,35-44,Female,Organic,0
U01914,2025-02-16,India,Android,18-24,Male,Ads,0
U01915,2025-04-25,USA,Android,35-44,Female,Referral,0
U01916,2025-03-04,USA,Web,55+,Female,Ads,0
U01917,2025-01-04,USA,iOS,25-34,Female,Organic,1
U01918,2025-02-03,India,Android,35-44,Male,Organic,0
U01919,2025-02-21,India,iOS,25-34,Female,Organic,0
U01920,2025-01-11,Japan,iOS,18-24,Female,Organic,0
U01921,2025-01-25,USA,Android,18-24,Female,Organic,0
U01922,2025-05-25,USA,Android,25-34,Female,Organic,0
U01923,2025-03-23,India,Android,35-44,Male,Referral,1
U01924,2025-04-13,UK,iOS,45-54,Male,Organic,0
U01925,2025-01-23,India,Android,25-34,Male,Organic,0
U01926,2025-05-25,USA,Android,35-44,Male,Ads,0
U01927,2025-01-13,USA,Android,18-24,Male,Organic,0
U01928,2025-04-03,Canada,iOS,18-24,Female,Organic,1
U01929,2025-03-29,Germany,Android,35-44,Female,Organic,0
U01930,2025-06-01,Brazil,Android,45-54,Male,Organic,0
U01931,2025-03-12,India,iOS,35-44,Male,Ads,1
U01932,2025-04-10,USA,Android,25-34,Male,Organic,0
U01933,2025-04-26,Brazil,Android,18-24,Male,Organic,0
U01934,2025-01-22,Germany,iOS,25-34,Female,Ads,0
U01935,2025-03-29,Canada,Web,35-44,Female,Ads,0
U01936,2025-04-08,USA,iOS,25-34,Other,Ads,0
U01937,2025-02-13,India,Android,25-34,Female,Ads,0
U01938,2025-04-30,USA,iOS,18-24,Female,Ads,0
U01939,2025-01-09,India,Android,25-34,Male,Ads,1
U01940,2025-05-22,USA,Android,18-24,Male,Ads,0
U01941,2025-06-02,India,iOS,35-44,Female,Organic,0
U01942,2025-06-26,Brazil,Android,35-44,Male,Organic,1
U01943,2025-06-18,UK,iOS,35-44,Female,Referral,0
U01944,2025-05-08,India,Android,18-24,Male,Organic,0
U01945,2025-04-12,Brazil,Android,25-34,Male,Referral,0
U01946,2025-02-28,Germany,Android,25-34,Female,Ads,0
U01947,2025-03-30,India,Android,18-24,Male,Ads,1
U01948,2025-05-05,USA,iOS,35-44,Male,Ads,1
U01949,2025-01-07,India,iOS,35-44,Male,Organic,0
U01950,2025-01-12,Germany,Android,18-24,Male,Organic,1
U01951,2025-04-04,Germany,Android,45-54,Male,Referral,0
U01952,2025-06-14,India,iOS,18-24,Other,Organic,0
U01953,2025-03-19,India,Android,55+,Male,Ads,0
U01954,2025-03-24,USA,Android,25-34,Male,Organic,0
U01955,2025-05-14,Australia,Android,35-44,Female,Ads,0
U01956,2025-01-21,India,Android,18-24,Female,Referral,0
U01957,2025-04-06,Germany,Android,45-54,Male,Organic,0
U01958,2025-05-19,India,iOS,45-54,Male,Organic,0
U01959,2025-06-26,India,iOS,18-24,Female,Referral,1
U01960,2025-03-28,India,Android,25-34,Male,Organic,0
U01961,2025-01-15,USA,Web,18-24,Male,Referral,0
U01962,2025-06-24,Canada,Android,25-34,Female,Organic,0
U01963,2025-01-16,Brazil,Android,35-44,Male,Ads,0
U01964,2025-03-04,India,iOS,45-54,Male,Organic,1
U01965,2025-04-29,Brazil,Android,18-24,Male,Organic,0
U01966,2025-01-29,USA,Android,18-24,Female,Organic,0
U01967,2025-01-13,UK,Android,25-34,Female,Ads,1
U01968,2025-01-25,India,iOS,25-34,Female,Organic,0
U01969,2025-02-23,India,Android,18-24,Male,Organic,1
U01970,2025-05-02,Germany,Android,18-24,Female,Organic,0
U01971,2025-05-03,UK,iOS,25-34,Male,Organic,0
U01972,2025-04-24,Canada,Android,18-24,Female,Referral,0
U01973,2025-04-17,Brazil,Android,35-44,Male,Organic,0
U01974,2025-05-19,UK,Android,25-34,Male,Organic,0
U01975,2025-03-05,Japan,Android,18-24,Male,Organic,0
U01976,2025-03-15,USA,iOS,18-24,Male,Referral,1
U01977,2025-04-27,Brazil,Android,25-34,Female,Referral,0
U01978,2025-04-14,Germany,Android,18-24,Female,Organic,0
U01979,2025-02-27,USA,iOS,25-34,Female,Organic,0
U01980,2025-03-30,Brazil,Android,25-34,Male,Organic,0
U01981,2025-04-09,UK,iOS,35-44,Male,Referral,0
U01982,2025-04-28,Brazil,Android,55+,Female,Organic,0
U01983,2025-03-25,Japan,iOS,25-34,Male,Referral,1
U01984,2025-01-20,USA,Android,18-24,Female,Ads,0
U01985,2025-06-04,USA,Android,18-24,Female,Ads,0
U01986,2025-05-17,Japan,Android,35-44,Female,Organic,0
U01987,2025-01-23,Germany,Android,55+,Male,Referral,1
U01988,2025-06-15,Australia,iOS,18-24,Male,Ads,0
U01989,2025-05-08,USA,Android,18-24,Male,Ads,0
U01990,2025-05-07,UK,Android,18-24,Female,Organic,1
U01991,2025-06-20,Japan,iOS,18-24,Male,Referral,0
U01992,2025-05-30,Brazil,Android,25-34,Female,Referral,0
U01993,2025-04-18,Germany,iOS,18-24,Male,Referral,0
U01994,2025-05-20,Canada,Android,45-54,Female,Ads,0
U01995,2025-06-18,India,iOS,45-54,Male,Ads,0
U01996,2025-02-11,USA,Android,25-34,Female,Referral,1
U01997,2025-03-25,USA,iOS,18-24,Female,Organic,0
U01998,2025-03-29,USA,iOS,35-44,Female,Ads,0
U01999,2025-06-22,Canada,iOS,25-34,Female,Organic,0
U02000,2025-02-14,Japan,Android,18-24,Female,Organic,0
U02001,2025-03-22,Brazil,Android,25-34,Female,Organic,0
U02002,2025-03-07,Brazil,Android,25-34,Female,Ads,0
U02003,2025-06-10,Germany,iOS,18-24,Female,Organic,0
U02004,2025-03-30,USA,iOS,35-44,Female,Ads,0
U02005,2025-03-19,Germany,Android,55+,Male,Organic,1
U02006,2025-03-22,India,Web,18-24,Female,Organic,0
U02007,2025-05-22,Canada,Android,25-34,Male,Ads,0
U02008,2025-01-19,Brazil,Android,25-34,Female,Ads,0
U02009,2025-03-02,Germany,Android,35-44,Female,Organic,0
U02010,2025-03-24,USA,Android,18-24,Female,Organic,0
U02011,2025-03-02,Brazil,iOS,55+,Male,Organic,0
U02012,2025-05-10,Brazil,iOS,25-34,Female,Organic,0
U02013,2025-02-19,UK,Android,18-24,Female,Referral,0
U02014,2025-03-14,USA,iOS,25-34,Male,Referral,1
U02015,2025-01-30,Japan,iOS,45-54,Male,Organic,1
U02016,2025-05-14,Japan,Android,18-24,Female,Ads,0
U02017,2025-06-29,India,iOS,55+,Male,Organic,0
U02018,2025-04-03,USA,Android,18-24,Male,Ads,0
U02019,2025-01-14,India,Android,25-34,Male,Ads,0
U02020,2025-01-18,UK,iOS,55+,Female,Ads,0
U02021,2025-06-11,Germany,Android,25-34,Female,Referral,0
U02022,2025-01-17,India,Web,18-24,Female,Referral,0
U02023,2025-01-19,Canada,Android,55+,Female,Organic,0
U02024,2025-03-25,India,iOS,25-34,Female,Ads,0
U02025,2025-01-19,Canada,Web,25-34,Female,Organic,0
U02026,2025-05-25,India,Android,55+,Male,Organic,0
U02027,2025-05-24,USA,Android,45-54,Male,Ads,1
U02028,2025-03-14,Australia,Android,45-54,Female,Ads,0
U02029,2025-06-07,Australia,iOS,55+,Male,Organic,0
U02030,2025-01-26,UK,Android,25-34,Female,Referral,1
U02031,2025-04-19,Canada,iOS,18-24,Male,Ads,0
U02032,2025-01-12,India,Android,55+,Female,Organic,0
U02033,2025-04-24,Australia,Android,25-34,Female,Organic,0
U02034,2025-04-20,UK,Android,18-24,Male,Referral,0
U02035,2025-04-20,Brazil,Android,25-34,Female,Organic,0
U02036,2025-03-06,USA,Android,35-44,Female,Organic,0
U02037,2025-05-11,India,Android,55+,Female,Organic,0
U02038,2025-01-24,Canada,Android,25-34,Other,Organic,0
U02039,2025-03-21,USA,Web,25-34,Male,Organic,1
U02040,2025-03-10,Brazil,Android,45-54,Female,Organic,0
U02041,2025-06-19,USA,Android,18-24,Female,Referral,0
U02042,2025-05-10,Canada,iOS,35-44,Female,Organic,1
U02043,2025-05-26,Germany,Android,18-24,Female,Referral,0
U02044,2025-03-24,Germany,Android,18-24,Male,Organic,0
U02045,2025-06-18,Brazil,Android,25-34,Other,Referral,0
U02046,2025-06-27,Brazil,Android,25-34,Male,Organic,0
U02047,2025-05-21,India,Android,18-24,Female,Organic,0
U02048,2025-01-10,India,iOS,45-54,Female,Referral,0
U02049,2025-02-25,Germany,Android,25-34,Female,Organic,0
U02050,2025-04-27,Canada,Android,25-34,Female,Organic,0
U02051,2025-03-02,India,Android,45-54,Male,Organic,1
U02052,2025-03-10,USA,Android,25-34,Female,Organic,0
U02053,2025-01-21,Germany,iOS,35-44,Female,Organic,0
U02054,2025-04-23,India,Android,45-54,Female,Ads,0
U02055,2025-04-09,Canada,Android,18-24,Male,Referral,1
U02056,2025-02-11,Germany,iOS,35-44,Female,Organic,0
U02057,2025-01-31,UK,iOS,18-24,Female,Referral,0
U02058,2025-05-08,USA,Android,18-24,Female,Organic,0
U02059,2025-04-04,USA,iOS,45-54,Male,Organic,0
U02060,2025-02-13,Germany,Web,55+,Female,Organic,0
U02061,2025-06-14,USA,Android,18-24,Female,Referral,0
U02062,2025-01-22,Canada,iOS,25-34,Male,Referral,0
U02063,2025-03-09,USA,iOS,25-34,Male,Organic,0
U02064,2025-06-14,Germany,Android,25-34,Female,Organic,0
U02065,2025-04-19,India,iOS,18-24,Female,Organic,0
U02066,2025-03-13,India,Android,18-24,Female,Organic,0
U02067,2025-01-23,Brazil,Android,25-34,Male,Organic,1
U02068,2025-05-29,USA,iOS,45-54,Female,Organic,0
U02069,2025-02-24,USA,Web,25-34,Male,Organic,0
U02070,2025-04-22,USA,iOS,35-44,Male,Ads,0
U02071,2025-02-13,USA,Android,18-24,Female,Ads,0
U02072,2025-06-06,USA,Android,25-34,Female,Organic,0
U02073,2025-03-25,Brazil,Android,18-24,Female,Organic,0
U02074,2025-06-14,USA,Android,18-24,Male,Ads,0
U02075,2025-04-19,Brazil,Android,18-24,Female,Organic,1
U02076,2025-05-30,Japan,Android,35-44,Male,Organic,0
U02077,2025-06-08,USA,iOS,25-34,Male,Organic,0
U02078,2025-05-01,India,Android,35-44,Female,Organic,0
U02079,2025-04-30,UK,Android,18-24,Female,Referral,0
U02080,2025-05-12,UK,Android,25-34,Male,Ads,0
U02081,2025-05-05,UK,Android,55+,Male,Referral,0
U02082,2025-04-19,Canada,Android,18-24,Female,Organic,0
U02083,2025-01-06,Japan,iOS,25-34,Male,Ads,1
U02084,2025-04-29,India,iOS,25-34,Male,Organic,0
U02085,2025-05-08,India,iOS,25-34,Male,Ads,0
U02086,2025-06-11,India,Android,18-24,Male,Ads,0
U02087,2025-05-15,USA,Android,18-24,Female,Ads,0
U02088,2025-02-21,Brazil,Android,35-44,Male,Ads,0
U02089,2025-01-06,USA,Android,35-44,Male,Ads,0
U02090,2025-02-05,UK,Android,18-24,Female,Organic,0
U02091,2025-02-23,Canada,Android,25-34,Female,Organic,0
U02092,2025-05-17,USA,iOS,25-34,Male,Organic,0
U02093,2025-05-29,USA,Android,25-34,Female,Organic,0
U02094,2025-03-01,India,iOS,25-34,Female,Referral,0
